Run ID,Start Time,End Time,Duration,Status,Comments,Job Type,Details,Info dictionary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_53_15_482005,2024-03-13 16:53:15:482005,2024-03-13 16:53:16:999672,0:0:1:517:667,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204', 'processed_s3_filepath': 'Perfios/Processed/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112315307139_V9jrDKfZB6.json', 'success_s3_filepath': 'Perfios/Success/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112315307139_V9jrDKfZB6.json', 'failure_s3_filepath': 'Perfios/Failure/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112315307139_V9jrDKfZB6.json', 'error_s3_filepath': 'Perfios/Logging/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112315307139_V9jrDKfZB6.txt', 'run_id': 'V9jrDKfZB6', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204.json', 'formatted_timestamp': '20240313112315307139'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_53_18_151410,2024-03-13 16:53:18:151410,2024-03-13 16:53:19:680586,0:0:1:529:176,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204', 'processed_s3_filepath': 'Perfios/Processed/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112317974501_HgS20AFFff.json', 'success_s3_filepath': 'Perfios/Success/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112317974501_HgS20AFFff.json', 'failure_s3_filepath': 'Perfios/Failure/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112317974501_HgS20AFFff.json', 'error_s3_filepath': 'Perfios/Logging/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204_20240313112317974501_HgS20AFFff.txt', 'run_id': 'HgS20AFFff', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/0b20d45e1faa5ed811bf11999fdf8995_PLSA0009E204.json', 'formatted_timestamp': '20240313112317974501'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_05_779019,2024-03-13 16:54:05:779019,2024-03-13 16:54:07:041100,0:0:1:262:81,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '95fa847618b70c206577ec121ff15361_PLSA0009E205', 'processed_s3_filepath': 'Perfios/Processed/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112405511907_kEg42CC0iH.json', 'success_s3_filepath': 'Perfios/Success/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112405511907_kEg42CC0iH.json', 'failure_s3_filepath': 'Perfios/Failure/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112405511907_kEg42CC0iH.json', 'error_s3_filepath': 'Perfios/Logging/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112405511907_kEg42CC0iH.txt', 'run_id': 'kEg42CC0iH', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/95fa847618b70c206577ec121ff15361_PLSA0009E205.json', 'formatted_timestamp': '20240313112405511907'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_08_202077,2024-03-13 16:54:08:202077,2024-03-13 16:54:09:449386,0:0:1:247:309,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '95fa847618b70c206577ec121ff15361_PLSA0009E205', 'processed_s3_filepath': 'Perfios/Processed/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112408066910_vDQpm3DMKM.json', 'success_s3_filepath': 'Perfios/Success/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112408066910_vDQpm3DMKM.json', 'failure_s3_filepath': 'Perfios/Failure/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112408066910_vDQpm3DMKM.json', 'error_s3_filepath': 'Perfios/Logging/95fa847618b70c206577ec121ff15361_PLSA0009E205/95fa847618b70c206577ec121ff15361_PLSA0009E205_20240313112408066910_vDQpm3DMKM.txt', 'run_id': 'vDQpm3DMKM', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/95fa847618b70c206577ec121ff15361_PLSA0009E205.json', 'formatted_timestamp': '20240313112408066910'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_13_117231,2024-03-13 16:54:13:117231,2024-03-13 16:54:14:540089,0:0:1:422:858,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391', 'processed_s3_filepath': 'Perfios/Processed/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391_20240313112412925142_jEJ4K84Gei.json', 'success_s3_filepath': 'Perfios/Success/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391_20240313112412925142_jEJ4K84Gei.json', 'failure_s3_filepath': 'Perfios/Failure/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391_20240313112412925142_jEJ4K84Gei.json', 'error_s3_filepath': 'Perfios/Logging/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391_20240313112412925142_jEJ4K84Gei.txt', 'run_id': 'jEJ4K84Gei', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/0ad23ce57a9dc0cb1a77fa1de179a597_HLSA0008A391.json', 'formatted_timestamp': '20240313112412925142'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_22_281437,2024-03-13 16:54:22:281437,2024-03-13 16:54:23:978830,0:0:1:697:393,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53', 'processed_s3_filepath': 'Perfios/Processed/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112422054023_aHjCIa6VeZ.json', 'success_s3_filepath': 'Perfios/Success/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112422054023_aHjCIa6VeZ.json', 'failure_s3_filepath': 'Perfios/Failure/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112422054023_aHjCIa6VeZ.json', 'error_s3_filepath': 'Perfios/Logging/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112422054023_aHjCIa6VeZ.txt', 'run_id': 'aHjCIa6VeZ', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53.json', 'formatted_timestamp': '20240313112422054023'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_24_596754,2024-03-13 16:54:24:596754,2024-03-13 16:54:26:358071,0:0:1:761:317,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53', 'processed_s3_filepath': 'Perfios/Processed/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112424466307_wnEcCKRnVS.json', 'success_s3_filepath': 'Perfios/Success/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112424466307_wnEcCKRnVS.json', 'failure_s3_filepath': 'Perfios/Failure/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112424466307_wnEcCKRnVS.json', 'error_s3_filepath': 'Perfios/Logging/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53_20240313112424466307_wnEcCKRnVS.txt', 'run_id': 'wnEcCKRnVS', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/79bc3db28cbef2df140ea8e2fe2372b6_SCUBL002CF53.json', 'formatted_timestamp': '20240313112424466307'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_54_59_836789,2024-03-13 16:54:59:836789,2024-03-13 16:55:02:711195,0:0:2:874:406,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': 'a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC', 'processed_s3_filepath': 'Perfios/Processed/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC_20240313112459572035_EK3AIjCSAz.json', 'success_s3_filepath': 'Perfios/Success/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC_20240313112459572035_EK3AIjCSAz.json', 'failure_s3_filepath': 'Perfios/Failure/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC_20240313112459572035_EK3AIjCSAz.json', 'error_s3_filepath': 'Perfios/Logging/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC_20240313112459572035_EK3AIjCSAz.txt', 'run_id': 'EK3AIjCSAz', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/a94542049d8130cb0975f784ff9f7c3b_HLSA00089EEC.json', 'formatted_timestamp': '20240313112459572035'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_06_801140,2024-03-13 16:55:06:801140,2024-03-13 16:55:08:613911,0:0:1:812:771,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330', 'processed_s3_filepath': 'Perfios/Processed/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330_20240313112506502662_nyAPnEBsSW.json', 'success_s3_filepath': 'Perfios/Success/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330_20240313112506502662_nyAPnEBsSW.json', 'failure_s3_filepath': 'Perfios/Failure/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330_20240313112506502662_nyAPnEBsSW.json', 'error_s3_filepath': 'Perfios/Logging/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330_20240313112506502662_nyAPnEBsSW.txt', 'run_id': 'nyAPnEBsSW', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/9da4e81f9016f2b2a21807a7980092c6_DTCPL0211330.json', 'formatted_timestamp': '20240313112506502662'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_09_246498,2024-03-13 16:55:09:246498,2024-03-13 16:55:10:766595,0:0:1:520:97,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC', 'processed_s3_filepath': 'Perfios/Processed/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112509114687_r06Bpy2Jmy.json', 'success_s3_filepath': 'Perfios/Success/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112509114687_r06Bpy2Jmy.json', 'failure_s3_filepath': 'Perfios/Failure/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112509114687_r06Bpy2Jmy.json', 'error_s3_filepath': 'Perfios/Logging/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112509114687_r06Bpy2Jmy.txt', 'run_id': 'r06Bpy2Jmy', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC.json', 'formatted_timestamp': '20240313112509114687'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_11_899771,2024-03-13 16:55:11:899771,2024-03-13 16:55:13:343490,0:0:1:443:719,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC', 'processed_s3_filepath': 'Perfios/Processed/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112511730705_yW3g4r1yQq.json', 'success_s3_filepath': 'Perfios/Success/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112511730705_yW3g4r1yQq.json', 'failure_s3_filepath': 'Perfios/Failure/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112511730705_yW3g4r1yQq.json', 'error_s3_filepath': 'Perfios/Logging/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC_20240313112511730705_yW3g4r1yQq.txt', 'run_id': 'yW3g4r1yQq', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/052432eed1d1cbdc0e7419a5bdd4881f_HLSA000893BC.json', 'formatted_timestamp': '20240313112511730705'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_20_203344,2024-03-13 16:55:20:203344,2024-03-13 16:55:22:722328,0:0:2:518:984,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '725b75b39909f07ceefddf92de02af59_HLSA00089FC7', 'processed_s3_filepath': 'Perfios/Processed/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112519909676_CkjKVo6QSp.json', 'success_s3_filepath': 'Perfios/Success/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112519909676_CkjKVo6QSp.json', 'failure_s3_filepath': 'Perfios/Failure/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112519909676_CkjKVo6QSp.json', 'error_s3_filepath': 'Perfios/Logging/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112519909676_CkjKVo6QSp.txt', 'run_id': 'CkjKVo6QSp', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/725b75b39909f07ceefddf92de02af59_HLSA00089FC7.json', 'formatted_timestamp': '20240313112519909676'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_23_912120,2024-03-13 16:55:23:912120,2024-03-13 16:55:26:385507,0:0:2:473:387,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '725b75b39909f07ceefddf92de02af59_HLSA00089FC7', 'processed_s3_filepath': 'Perfios/Processed/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112523746080_TUUaNzv8SF.json', 'success_s3_filepath': 'Perfios/Success/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112523746080_TUUaNzv8SF.json', 'failure_s3_filepath': 'Perfios/Failure/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112523746080_TUUaNzv8SF.json', 'error_s3_filepath': 'Perfios/Logging/725b75b39909f07ceefddf92de02af59_HLSA00089FC7/725b75b39909f07ceefddf92de02af59_HLSA00089FC7_20240313112523746080_TUUaNzv8SF.txt', 'run_id': 'TUUaNzv8SF', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/725b75b39909f07ceefddf92de02af59_HLSA00089FC7.json', 'formatted_timestamp': '20240313112523746080'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_27_792923,2024-03-13 16:55:27:792923,2024-03-13 16:55:29:396675,0:0:1:603:752,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': 'a742d0996200711c2d2be09b770fa688_PLSA0009E210', 'processed_s3_filepath': 'Perfios/Processed/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112527624072_PB04ZhLYeE.json', 'success_s3_filepath': 'Perfios/Success/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112527624072_PB04ZhLYeE.json', 'failure_s3_filepath': 'Perfios/Failure/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112527624072_PB04ZhLYeE.json', 'error_s3_filepath': 'Perfios/Logging/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112527624072_PB04ZhLYeE.txt', 'run_id': 'PB04ZhLYeE', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/a742d0996200711c2d2be09b770fa688_PLSA0009E210.json', 'formatted_timestamp': '20240313112527624072'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_30_209935,2024-03-13 16:55:30:209935,2024-03-13 16:55:31:767378,0:0:1:557:443,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': 'a742d0996200711c2d2be09b770fa688_PLSA0009E210', 'processed_s3_filepath': 'Perfios/Processed/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112530031930_qrxaBUVAmd.json', 'success_s3_filepath': 'Perfios/Success/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112530031930_qrxaBUVAmd.json', 'failure_s3_filepath': 'Perfios/Failure/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112530031930_qrxaBUVAmd.json', 'error_s3_filepath': 'Perfios/Logging/a742d0996200711c2d2be09b770fa688_PLSA0009E210/a742d0996200711c2d2be09b770fa688_PLSA0009E210_20240313112530031930_qrxaBUVAmd.txt', 'run_id': 'qrxaBUVAmd', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/a742d0996200711c2d2be09b770fa688_PLSA0009E210.json', 'formatted_timestamp': '20240313112530031930'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_32_808577,2024-03-13 16:55:32:808577,2024-03-13 16:55:34:808053,0:0:1:999:476,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': 'b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A', 'processed_s3_filepath': 'Perfios/Processed/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A_20240313112532675542_FPeWloP8jX.json', 'success_s3_filepath': 'Perfios/Success/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A_20240313112532675542_FPeWloP8jX.json', 'failure_s3_filepath': 'Perfios/Failure/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A_20240313112532675542_FPeWloP8jX.json', 'error_s3_filepath': 'Perfios/Logging/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A_20240313112532675542_FPeWloP8jX.txt', 'run_id': 'FPeWloP8jX', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/b9735a9f17e5a81911f79bf10b8aad67_PLSA0009E21A.json', 'formatted_timestamp': '20240313112532675542'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_55_51_084160,2024-03-13 16:55:51:084160,2024-03-13 16:55:52:801538,0:0:1:717:378,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': 'acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8', 'processed_s3_filepath': 'Perfios/Processed/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8_20240313112550815481_n6CIDrJ0RD.json', 'success_s3_filepath': 'Perfios/Success/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8_20240313112550815481_n6CIDrJ0RD.json', 'failure_s3_filepath': 'Perfios/Failure/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8_20240313112550815481_n6CIDrJ0RD.json', 'error_s3_filepath': 'Perfios/Logging/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8_20240313112550815481_n6CIDrJ0RD.txt', 'run_id': 'n6CIDrJ0RD', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/acf9a52b1f018ab5b82d554e9a875f5a_SCUBL002CEF8.json', 'formatted_timestamp': '20240313112550815481'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logs_BSA_2024_03_13_16_56_12_252993,2024-03-13 16:56:12:252993,2024-03-13 16:56:13:783931,0:0:1:530:938,Success,Job completed successfully,Databricks,Logging for BSA,"{'Status': 'BSA Pass', 'Payload_Data': {'source_system': 'Perfios', 'doc_id': '4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE', 'processed_s3_filepath': 'Perfios/Processed/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE_20240313112611981365_HZtb43WffN.json', 'success_s3_filepath': 'Perfios/Success/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE_20240313112611981365_HZtb43WffN.json', 'failure_s3_filepath': 'Perfios/Failure/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE_20240313112611981365_HZtb43WffN.json', 'error_s3_filepath': 'Perfios/Logging/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE_20240313112611981365_HZtb43WffN.txt', 'run_id': 'HZtb43WffN', 'bucket_name': 'bsa-service', 'filepath': 'Perfios/YTP/4214d3dbb69e6fc63a4c469c0a8b01ae_SCUBL002D1CE.json', 'formatted_timestamp': '20240313112611981365'}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
